CustomerID,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn
CUST0975,Female,22,3,0.0,2,1,1,40690.68,0
CUST0976,Female,57,3,0.0,1,0,1,48739.3,0
CUST0977,Female,26,3,121736.52,1,1,0,113614.47,1
CUST0978,Female,36,7,35621.5,3,1,1,72042.88,0
CUST0979,Male,45,5,134949.16,1,1,1,81488.78,0
CUST0980,Female,54,9,92945.83,2,1,1,132262.38,0
CUST0981,Male,61,2,185746.14,1,0,1,96812.61,0
CUST0982,Female,54,6,0.0,2,1,0,127492.82,1
CUST0983,Female,44,1,0.0,2,1,1,132804.01,0
CUST0984,Female,59,2,0.0,3,1,0,113323.18,0
CUST0985,Male,67,9,59465.1,3,1,1,68324.51,1
CUST0986,Female,65,8,0.0,1,1,1,93528.46,1
CUST0987,Male,45,8,0.0,4,0,0,135523.47,1
CUST0988,Female,33,9,0.0,1,0,0,60893.34,1
CUST0989,Female,23,8,0.0,1,1,0,75418.7,1
CUST0990,Male,26,1,0.0,4,1,0,50873.19,0
CUST0991,Female,53,7,84880.73,3,1,1,73876.43,0
CUST0992,Male,47,8,21938.69,3,1,0,124749.31,0
CUST0993,Female,24,6,83412.17,1,1,0,149913.72,1
CUST0994,Female,24,7,155398.59,4,1,1,144152.98,0
CUST0995,Male,30,7,0.0,4,1,0,90407.6,1
CUST0996,Female,67,8,101240.17,2,1,0,63987.82,0
CUST0997,Female,65,9,0.0,1,0,0,145822.39,1
CUST0998,Male,22,9,0.0,3,0,1,86086.21,0
CUST0999,Male,56,5,166805.14,2,1,0,114544.9,0
CUST1000,Female,34,10,89147.25,2,0,1,77673.95,0
CUST0466,Female,46,3,0.0,1,1,0,75847.47,1
CUST0211,Male,53,2,119946.99,2,0,1,148977.33,0
CUST0629,Male,26,4,0.0,4,0,1,89569.8,1
CUST0704,Male,55,6,5765.31,2,1,0,42673.2,1
CUST0205,Male,58,10,88282.84,2,1,0,104538.24,1
CUST0075,Male,64,5,0.0,3,1,0,52888.72,0
CUST0283,Male,48,8,0.0,1,1,0,46739.34,1
CUST0426,Male,39,4,0.0,1,0,1,98427.93,0
CUST0570,Female,34,7,187099.25,1,1,1,81839.42,0
CUST0152,Male,57,3,0.0,3,1,1,37550.17,0
